X,data1,data1l,data1u,data2,data2l,data2u,data3,data3l,data3u,data4,data4l,data4u,data5,data5l,data5u,data6,data6l,data6u,data7,data7l,data7u,data8,data8l,data8u,data9,data9l,data9u,data10,data10l,data10u,data11,data11l,data11u,data12,data12l,data12u
21.0,0.044052660636280085,-0.35273469720205797,0.3916494596086943,1.1122894104523293,0.6478757146321936,1.5709285532989847,2.146217785386135,1.838240481163833,2.4550329503682837,3.555338065787977,3.355106173327067,3.7666522028776,0.1823205965484989,-0.1614361009475517,0.5183508863052408,1.2685419601214878,1.039600005227871,1.5082633341612792,2.214704158317857,2.0960319018955786,2.3563385673787702,3.0533018356253647,2.7126865911933233,3.3952107790806143,0.1723954766345016,-0.006978270947024523,0.3647672929616891,1.0115781092122704,0.8267648490159114,1.1669318399398416,2.0158040820019796,1.631761725331733,2.3690682617966066,3.031416574608156,2.66218898634732,3.450170435994923
22.0,0.04000324460689317,-0.3264473883256924,0.4674528476571175,1.093537016524122,0.6202649411852305,1.5231750695772264,2.128013829285927,1.780536286265304,2.478520619944566,3.5288815831873244,3.365993552540703,3.711525302883969,0.15980257443370097,-0.20431922985031578,0.5270616092512646,1.2004819043894872,0.9731580044885564,1.4159069077402324,2.202115952898206,2.023823356166072,2.3251900490278303,3.0669327100165336,2.6885679812953196,3.42195977759673,0.19982402262145177,-0.006548909225078531,0.37450996078107174,1.0170086792100843,0.8044390021442784,1.209443390638726,2.018672749156473,1.6427720192076793,2.466572713074772,3.0579301446387137,2.68596429118572,3.4834945124192775
23.0,0.035526433901147667,-0.3292053111237792,0.4394976054513844,1.1275505092572151,0.7193443051784576,1.596498018659131,2.0851157091367476,1.7701404678966568,2.4431279296352684,3.507774491030459,3.3573921770083057,3.7109106102957505,0.12910337582141856,-0.180955663546562,0.4059445189986403,1.2478337972380138,0.980610188919601,1.4801353466166067,2.1361193818120343,1.9623282203059778,2.300034544341491,2.9934249760684875,2.6185589858914673,3.4198110636869146,0.21557129396284178,0.07256226575896993,0.35092569775213406,0.9895660313957984,0.8195721677050543,1.1407534345436565,1.9824739067043025,1.6302358907710637,2.3448570785089338,3.0280791569327428,2.6652770016060545,3.459026496157306
24.0,0.015263717547125685,-0.4141122881342847,0.4054850605425034,1.0971841381424294,0.6374666265032645,1.5428590169257834,2.133974626001795,1.7924177098644347,2.4250839420037664,3.5132300070638736,3.3751051906536644,3.627033048079489,0.10043177879528171,-0.20752431802475568,0.44683996963799744,1.1801098762205318,0.9637101700894477,1.466184816371639,2.1774984175001126,2.0263142754459778,2.3216869876807205,2.992463922055046,2.620190700877291,3.3914642174715053,0.19838365962808152,0.04194352036771451,0.37900644198775324,1.005616141454819,0.8279399172775408,1.1404882519962474,2.0313491136908857,1.6724599689689301,2.4253228253572447,2.9927145963167243,2.572486560964229,3.4184670729249786
25.0,0.06279722831310973,-0.3003538881441151,0.4197157435482502,1.0896047704165654,0.6509857666976795,1.5867783211146347,2.0570085957919764,1.7319221969114926,2.3287418419959804,3.450675405303456,3.3075231949057975,3.6235146984409643,0.10088798204274456,-0.2209538668748105,0.39417754537590605,1.1837488745123053,0.9579890659905312,1.4199019594289426,2.1566851959459865,2.0493140044585343,2.267132414070237,3.065961311190944,2.7007408709373033,3.4666073837183218,0.18446498509450687,0.036582546098363616,0.3207038710851796,1.0333192497880899,0.8168062020038351,1.2206625255118482,2.008165648540934,1.5760305254532063,2.4283475795502865,3.017517070706271,2.5806056165726585,3.4122790495246154
26.0,0.06009101821765225,-0.2929286259813685,0.468028535605872,1.1341691394970232,0.6755255804578613,1.6089957202138678,2.0661360695689757,1.699835246944478,2.3526456894460868,3.4521572558648983,3.283609004376829,3.574357071235883,0.07769673592735485,-0.21617438817360649,0.4342435549364303,1.2315892378777669,0.9356855051125159,1.470578828518525,2.1780826725993285,2.065541323292806,2.306199463997851,3.0298269158724858,2.6328427511216503,3.4557861409703006,0.19193349749953006,0.043143994104558075,0.3692956164438377,0.9728503025813241,0.8360495638247116,1.181906971061151,2.020659389946953,1.6457570277985378,2.4516087100216595,2.989143293531809,2.5804931012007666,3.4028810818827857
27.0,0.03520402165019883,-0.33419322766605136,0.40756993405027103,1.0704403837133296,0.6038185139263135,1.550726943312872,2.0673316823223797,1.756892363505042,2.4131055641110333,3.452829756763706,3.260824976494903,3.652547765998316,0.1162264123590712,-0.17159449285347145,0.38786435505961114,1.150012543114505,0.9337839464629625,1.44332775950997,2.1219596536696193,1.9472571429155237,2.2763056684803042,2.9888109341597104,2.6483276001260285,3.335590595957366,0.14556807749857942,-0.07060255738408944,0.3001149213910891,1.0109215069209978,0.7961479660244918,1.160842007775611,2.0393986693581985,1.6242555278567377,2.4561195434824077,3.0066283038377026,2.6060041610967635,3.3958490420194316
28.0,0.031249734203094046,-0.3679267458936716,0.44290189414518094,1.09161146899826,0.6358400949498311,1.5147897750845043,2.1034154705847974,1.736172372396247,2.3734327994194566,3.474479957930276,3.317900308784906,3.682972279385571,0.09937836312485257,-0.2099132526151821,0.3892168023635013,1.2070852563150716,0.9803491236450598,1.5031196474243038,2.117702976328976,1.941956899879003,2.2520105260390553,3.036153985470367,2.702850472038875,3.4543608698268007,0.1429413611365219,-0.02052288699018101,0.3389522491605058,1.0311362444898462,0.8220033397017225,1.2544556750376274,2.0263561533559318,1.580325584685165,2.4262977666072456,3.0530163013306786,2.6043268199319356,3.441056039696271
29.0,0.03324270354431358,-0.3627305202885056,0.41984241004653844,1.04898458239473,0.5784725592364918,1.4614374941519779,2.0840276175660564,1.7740077480141998,2.4089168347903853,3.4677451627426747,3.3512013838596473,3.583628066648409,0.11416976217373867,-0.2239556546969553,0.4821078034069046,1.1473248314183786,0.8520165106835926,1.409187520883333,2.175524842733523,2.0114991679281466,2.370263011349342,2.9898184253261406,2.597156399770798,3.326332133369683,0.11082626679720278,-0.09027204817332649,0.28033971804514213,0.9662243691603555,0.7381163661276602,1.131403220005553,2.0307856212425874,1.667778384286467,2.4707425893136583,3.0392871497604412,2.6766749965645005,3.466360575376216
30.0,0.008324237266319128,-0.413211013940451,0.39963539693626426,1.0568140083299482,0.6075880671371168,1.4739678147130149,2.0763632876403584,1.7896204112787344,2.363965975421706,3.4573760610262214,3.326093064499778,3.5831697422152784,0.10032464037197866,-0.17157587424846363,0.42828720198384496,1.1703396614821933,0.8877745324128086,1.3858384563150132,2.112025276327193,1.9827514119312557,2.224353839923115,2.9894628454012855,2.641094738369186,3.3855658415472947,0.1616811543094853,0.026549227532670167,0.364226776071065,1.0215206785384805,0.8615996971808861,1.205562798862223,1.9919873650311783,1.5476455494324957,2.386382894500458,3.0029920804868113,2.5465693342772187,3.4053941056545987
31.0,-0.012858901315186695,-0.4094706701312977,0.4066718455462927,1.111328350819319,0.6678181544340253,1.5517782627263124,2.0544702221388222,1.7077861048725382,2.399612301599389,3.4564129832630814,3.3348802137684195,3.652156632930187,0.08771920926216141,-0.19654382963395028,0.37131463524555725,1.200387868735626,0.9511022185551548,1.4307677213464027,2.1265499638664567,1.953732063031585,2.297847365632647,3.012156520335095,2.6479778659815953,3.3680916010548874,0.17146788947389727,0.005172791516827285,0.326807953135816,0.9801745355022495,0.7899791014121389,1.1744786285651039,2.0038576446552328,1.6339759014093889,2.3795211483357606,3.024674754427743,2.600838085318445,3.46841800704223
32.0,0.033245771992753824,-0.33616052306585964,0.3830844931605843,1.1009117140300573,0.6750114120128372,1.549350041464514,2.0947980369917607,1.7991501255339017,2.411211617857249,3.3938420502810582,3.248040162725914,3.574998239132186,0.0793310793223507,-0.2719032469432049,0.3502265291668485,1.128473153357126,0.8270596233925749,1.4120824837582113,2.1017215329650205,1.9846662706918252,2.294324824268018,3.0320819691035985,2.6115614830911804,3.4444803112859486,0.13263884781390572,-0.03427450760840772,0.2932902286709882,0.9903797687276483,0.7700284795874766,1.1762268781014056,2.041488726322945,1.602041816138174,2.470495768089158,3.0118433749021345,2.5696031374747337,3.3935168718911566
33.0,0.016811241106091643,-0.36504256677749,0.41525126505393434,1.0796229043027745,0.6594843218307372,1.4963072545483644,2.041406686941833,1.7163552026357844,2.3647906920720527,3.3887792159142696,3.207874003955009,3.5994125397250367,0.051414077029307434,-0.25222396626316645,0.36274081260004815,1.144617650782414,0.9074660337669083,1.3869994368616076,2.1111243862464075,1.941851586641506,2.309710043918477,3.043716014483752,2.701211694170642,3.462491423041821,0.16648277446680265,-0.015905914227561158,0.31394270569562344,0.9638813280835453,0.8305667275621629,1.1531436217435724,1.998347136322747,1.5745605310785595,2.4057180902235333,3.035037708480568,2.598414920674198,3.4207884144696354
34.0,-0.0010852885781262468,-0.42346155929070967,0.359202379766953,1.0503463120934875,0.583592686011939,1.5255642046647122,2.0497146459489746,1.7166371267372988,2.347531482861546,3.4418953732025535,3.2703563538599,3.630013838839963,0.12398133340834502,-0.2023577721427389,0.43784749168124126,1.1508819469091918,0.8870526781891228,1.4481618575767945,2.1085164219386967,1.9447798890260966,2.2634415974677946,3.0456017358996568,2.632308174745508,3.426441358943095,0.15862843068694302,-0.02880106280157238,0.3481535493594207,0.9906754398315049,0.7773481103544487,1.1320271723831088,2.004546687216889,1.5715136651683945,2.3688963281516715,3.0135595668302693,2.565394994693689,3.459730107443284
35.0,0.01232520072945434,-0.3908896191280134,0.43370304952630356,1.0747984085944953,0.6080038578408828,1.558864939508585,2.0924457436583586,1.8040020066205145,2.406579605250715,3.3954783521572516,3.216798047009261,3.5673649057618744,0.04870754407578694,-0.22726533859989584,0.37241139784904237,1.158402472693633,0.9336069460640724,1.4007794935157276,2.1278115893920275,1.9857574836053504,2.27462667509996,3.007478971466131,2.638589084717786,3.3748865003674204,0.15106912267270867,-0.00832130718864732,0.3639994608691194,1.0300241758748407,0.8174489328944698,1.2110581416793598,1.9769132094658568,1.5903979858417108,2.3608173507756627,3.047114057686472,2.677035809205156,3.4425884060332845
36.0,0.04402594841364073,-0.3924459894715959,0.4334747256420591,1.0289199887747273,0.612148322004701,1.457743902823118,2.062140659989804,1.7902239551994585,2.335187931506927,3.406148230272949,3.248221171028737,3.572540101795771,0.042230556126526875,-0.2832703090053223,0.38073386149202526,1.1293342964721051,0.8789526051087284,1.4324963967168878,2.1187864756071866,1.9903651293284328,2.228856335657198,3.054248578555159,2.7067597145325935,3.4182530094838723,0.11597541753633345,-0.02400900679831594,0.24318669533089413,0.9694542201396937,0.7733834668749029,1.1754437758334693,2.0197171293756653,1.6398248191209235,2.3795682222920704,3.050773620080941,2.6591022405844074,3.507669110632096
37.0,0.047040102591969994,-0.33046451213269046,0.48647380954424435,1.0828865498161913,0.5884793926827134,1.530916384964187,2.0944236630277473,1.7272443174492085,2.443851638957282,3.3949694571995455,3.2715238573522685,3.5084237393224633,0.055059907318688484,-0.21813741614569587,0.3408809352639837,1.1187443644667328,0.8897552096490405,1.3887591292107735,2.1503947095061102,1.9714316970561288,2.303364059214583,2.9863365509910222,2.559533601516212,3.4087084789034545,0.14726549905218056,-0.06736422203907569,0.3258129376684126,1.0362349636932031,0.8474060521950673,1.1813878439859624,1.9839935308900494,1.573901163822582,2.3890428227478893,3.044466860159696,2.625008885372237,3.417361987314844
38.0,0.0004272242457061051,-0.395398100421915,0.35928573032877037,1.0812043633477582,0.616865869846452,1.5378652390714007,2.0707261918365867,1.720511166306253,2.429952095396743,3.3990786668977258,3.256985525241625,3.5899276834715215,0.0465024354578445,-0.24464692229179602,0.34876222090340936,1.1680623302282556,0.8915273542485889,1.4003966059772543,2.1360008797949073,2.0113969421764515,2.307495944373919,3.028225165511819,2.6391442446118036,3.442453952302932,0.1307881807403908,-0.026410623307355524,0.3043430458110823,0.9971513331598416,0.7704518809485073,1.2210298770832742,1.9787822661118717,1.5660404909891736,2.3446984862657443,2.9856014779525872,2.59663258692742,3.4309836140667938
39.0,0.017046858817014197,-0.382909734959795,0.4539129464449333,1.0736740785719336,0.6233290507785845,1.5431353114374127,2.084157713996466,1.8033111772779755,2.427898477190846,3.349587390033249,3.1860237959889375,3.5004551148261838,0.0970532394361944,-0.21815995454619772,0.37277532571662186,1.0928431968762935,0.8699641706906219,1.352021465438882,2.1284883127094214,2.006248104785518,2.2688152509746757,2.992526696087904,2.6419884427220435,3.40811386202889,0.15550485503418623,0.022854221856752732,0.35987508127949164,1.0021715072397985,0.8316340779905036,1.1395218166417145,2.0349227070700437,1.598018083690557,2.457434076169534,2.9973235765367874,2.578417112254038,3.412237563277756
40.0,-0.0033742578491145637,-0.42876755229211294,0.41728161942723874,1.0691241056983913,0.587783155071528,1.4810947666172936,2.034467280602693,1.681194326367834,2.352505519070021,3.3997157097199158,3.2375316670604843,3.522848575823592,0.04363008106841418,-0.2791746632103327,0.41370398173964384,1.1676132097808458,0.8745543275370741,1.452105387720154,2.0904956820649314,1.920714528041183,2.2131745209343987,3.0301193518870386,2.625463289325491,3.426000887674835,0.08840593516208417,-0.08592120216422452,0.25624182479887525,0.9852985490296741,0.815186311571393,1.1943035837533396,1.9792820935057227,1.6161801972551768,2.385755242419289,3.046585545328604,2.596812627485645,3.459920625786264
41.0,0.018000080653230853,-0.33711144678091476,0.4066903039262501,1.024433537873822,0.57855807907114,1.4497440594865043,2.043327610766925,1.7490385793692211,2.396182056933871,3.3429069272404988,3.2060732423000387,3.510057953103939,0.05679854737844346,-0.22615580569969257,0.3696070926439471,1.0981226422186445,0.803969884944782,1.3274002538829863,2.088834954619361,1.916267759415141,2.2424019587975264,3.0105053128707513,2.6451374246277277,3.3406854653791895,0.13837904380174468,-0.002466477429811542,0.32161544510697637,1.037209037965861,0.8698414498421024,1.2069104747111195,2.0120482893556533,1.6206350160277039,2.4600785134686074,3.0487851629557756,2.621798520054725,3.4617943386327714
42.0,-0.002905361530882668,-0.3841205688211877,0.41901221850257325,1.0366536603797334,0.5918357578973341,1.5069476754379403,2.0467898773064808,1.753585392045105,2.3156479761089397,3.382636064348205,3.187638362379353,3.5320998845115463,0.028859510498417902,-0.28746767341936386,0.3671315357323203,1.101858910556523,0.8205440778710359,1.335841031087607,2.0991458793358118,1.9824442273949738,2.2218824858178015,2.9749091385254083,2.5933687738608717,3.3466766083274595,0.10771706598626159,-0.09251415077064266,0.2576781359932819,0.978110456068767,0.7967315050758907,1.1384807664319228,1.985996499298765,1.6125688427427303,2.338083030631939,3.0493351262545025,2.6835007826576907,3.4272448209129274
